2.406-2.595 min,,
#Point,X(Thompsons),Y(Counts)
136,147.9,9.66490173339844
137,148.8,36.9102363586426
138,148.9,46.3335418701172
139,152.9,4.419264793396
140,153.0,5.95645189285278
141,153.9,21.4733333587646
142,154.1,9.84269046783447
143,154.9,8.73739910125732
144,155.0,48.3919944763184
145,155.9,15.0958805084229
146,156.0,20.9788150787354
147,158.0,1.50795638561249
148,160.8,1.41269624233246
149,162.9,71.4277801513672
150,162.9,53.8000602722168
151,163.8,1.27225291728973
152,163.9,1.52658772468567
153,164.9,48.2435913085938
154,165.0,55.9778251647949
155,176.9,108.06330871582
156,177.9,4.00180435180664
157,178.9,62.3420219421387
158,179.0,8.88345623016357
159,180.9,11.1979179382324
160,190.9,165.343887329102
161,191.9,7.69801425933838
162,192.1,1.30194175243378
163,192.9,188.606842041016
164,193.8,1.56534934043884
165,194.0,4.14225912094116
166,194.8,2.13583636283875
167,194.9,60.9070243835449
168,195.0,8.41094398498535
169,207.0,682.949829101563
170,208.0,142.713027954102
171,208.9,5.67259502410889
172,209.0,110.584533691406
173,222.9,11.1441860198975
174,222.9,4.01865911483765
175,248.9,6.96862363815308
176,250.7,1.35031044483185
177,250.9,13.5385160446167
178,253.0,368.870300292969
179,253.9,85.9523239135742
180,254.8,1.36742424964905
181,254.9,27.1138706207275
182,255.0,10.3476209640503
183,266.9,26.6158885955811
184,266.9,61.7933502197266
185,267.1,2.30573511123657
186,267.8,3.03824520111084
187,268.0,5.54333400726318
188,269.0,7.54597425460815
189,269.0,2.5309317111969
190,280.9,16.3607444763184
191,281.0,130.540664672852
192,282.0,14.4179601669312
193,283.1,1.24777030944824
194,326.8,7.22969388961792
195,327.0,16.943359375
196,327.1,1.53109300136566
197,330.8,1.88518059253693
198,330.9,16.636869430542
199,331.0,30.0311431884766
200,340.9,12.9976282119751
201,341.0,1.41319632530212
202,345.8,1.28293967247009
203,346.0,6.28656959533691
204,346.2,1.68957710266113
4.075-4.118 min,,
#Point,X(Thompsons),Y(Counts)
0,30.1,197.537902832031
1,31.1,1515.59802246094
2,32.0,2194.63916015625
3,32.9,224.627532958984
4,33.9,25.6060466766357
5,34.0,216.083236694336
6,35.0,372.478454589844
7,35.9,6.21048831939697
8,36.0,86.147575378418
9,37.0,357.421752929688
10,38.0,594.918212890625
11,39.1,4707.32861328125
12,40.0,1179.30517578125
13,41.1,7199.548828125
14,42.1,2116.447265625
15,43.1,4238.3984375
16,44.0,5285.6787109375
17,44.1,717.999633789063
18,45.0,3471.85766601563
19,46.0,1008.95910644531
20,47.0,1171.21630859375
21,47.1,132.192810058594
22,48.0,992.641296386719
23,49.0,323.160797119141
24,50.0,1039.77612304688
25,51.0,1424.23046875
26,52.0,483.916839599609
27,52.1,61.0769386291504
28,53.0,2450.9638671875
29,54.0,2865.15112304688
30,55.1,7931.5771484375
31,56.1,1960.85412597656
32,57.1,6919.78466796875
33,58.0,790.322387695313
34,59.0,280.873901367188
35,60.0,191.242736816406
36,61.0,1764.44592285156
37,62.0,1107.71618652344
38,63.0,6861.9521484375
39,64.0,416.200958251953
40,65.0,1696.99841308594
41,66.0,1114.29382324219
42,67.1,7002.66748046875
43,68.1,3407.59204101563
44,69.1,3579.58642578125
45,70.1,1735.44665527344
46,71.0,975.196594238281
47,71.9,57.3408050537109
48,72.0,182.402908325195
49,73.0,709.401794433594
50,74.0,250.064758300781
51,74.9,134.255310058594
52,75.0,79.9913864135742
53,75.9,111.123634338379
54,76.1,10.2262744903564
55,77.0,1744.52075195313
56,78.0,5517.24658203125
57,79.1,3140.29467773438
58,80.0,2186.7626953125
59,80.1,342.380035400391
60,81.1,7792.7958984375
61,82.1,1659.00231933594
62,83.0,1910.677734375
63,84.1,914.0126953125
64,85.0,185.16780090332
65,85.0,143.521911621094
66,86.0,138.249801635742
67,87.0,295.82373046875
68,88.0,179.379852294922
69,88.9,194.21418762207
70,89.9,19.2008361816406
71,90.0,13.7029418945313
72,91.0,1539.63098144531
73,92.0,350.280090332031
74,93.0,1126.47509765625
75,94.0,447.015045166016
76,95.1,4415.27685546875
77,96.0,1446.22644042969
78,96.1,300.392028808594
79,97.0,528.033508300781
80,97.1,154.47770690918
81,98.0,735.107482910156
82,99.0,117.445083618164
83,99.1,82.7075958251953
84,100.0,38.5047225952148
85,100.1,62.6238250732422
86,101.0,56.2890625
87,102.0,122.230712890625
88,102.8,52.6810150146484
89,103.0,190.943771362305
90,103.8,38.9626159667969
91,104.0,47.077018737793
92,104.9,61.3285446166992
93,105.0,162.132049560547
94,106.0,408.986511230469
95,107.0,135.44352722168
96,108.0,37.9978370666504
97,109.1,1295.37756347656
98,110.0,243.09521484375
99,110.8,14.694730758667
100,111.0,90.7899551391602
101,111.9,11.9659118652344
102,112.0,35.5038299560547
103,113.0,37.8899917602539
104,114.9,8.50466537475586
105,115.0,89.5095977783203
106,116.9,22.5319480895996
107,116.9,29.3854331970215
108,119.0,139.029357910156
109,119.1,17.3112735748291
110,120.9,28.0296287536621
111,122.0,43.2037124633789
112,123.0,275.199157714844
113,124.1,1928.02819824219
114,125.0,226.38459777832
115,126.0,126.810707092285
116,126.1,81.1676330566406
117,126.9,17.0127964019775
